хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2019-07-04,'000502,бл╬╟©ь╧и,7.84,8.04,7.83,7.89,7.91,-0.07,-0.885,0.7269,1332800,10563900.0,1448985718.88,1437460918.88
2019-07-03,'000502,бл╬╟©ь╧и,7.91,7.96,7.88,7.96,7.91,0.0,0.0,0.6775,1242143,9830152.27,1461923091.37,1450295391.37
2019-07-02,'000502,бл╬╟©ь╧и,7.91,7.95,7.87,7.95,7.95,-0.04,-0.5031,0.6277,1150841,9105340.86,1461923091.37,1450295391.37
2019-07-01,'000502,бл╬╟©ь╧и,7.95,7.98,7.83,7.83,7.75,0.2,2.5806,0.9659,1771002,14030431.73,1469315875.65,1457629375.65
2019-06-28,'000502,бл╬╟©ь╧и,7.75,7.91,7.7,7.9,7.86,-0.11,-1.3995,0.6714,1231100,9589371.0,1432351954.25,1420959454.25
2019-06-27,'000502,бл╬╟©ь╧и,7.86,7.89,7.77,7.89,7.83,0.03,0.3831,0.6357,1165485,9149349.17,1452682111.02,1441127911.02
2019-06-26,'000502,бл╬╟©ь╧и,7.83,7.95,7.75,7.89,7.84,-0.01,-0.1276,1.1928,2186978,17126651.95,1447137522.81,1435627422.81
2019-06-25,'000502,бл╬╟©ь╧и,7.84,8.04,7.8,7.92,7.95,-0.11,-1.3836,1.0766,1973865,15576248.6,1448985718.88,1437460918.88
2019-06-24,'000502,бл╬╟©ь╧и,7.95,8.18,7.82,8.01,8.32,-0.37,-4.4471,2.4357,4465925,35754305.72,1469315875.65,1457629375.65
2019-06-21,'000502,бл╬╟©ь╧и,8.32,8.5,8.01,8.3,7.73,0.59,7.6326,4.7235,8660477,72182340.05,1537699130.24,1525468730.24
2019-06-20,'000502,бл╬╟©ь╧и,7.73,7.74,7.38,7.6,7.54,0.19,2.5199,1.1975,2195532,16644517.46,1428655562.11,1417292462.11
2019-06-19,'000502,бл╬╟©ь╧и,7.54,7.71,7.49,7.65,7.5,0.04,0.5333,0.9708,1779891,13525509.69,1393539836.78,1382456036.78
2019-06-18,'000502,бл╬╟©ь╧и,7.5,7.72,7.44,7.66,7.71,-0.21,-2.7237,0.6848,1255552,9464439.89,1386147052.5,1375122052.5
2019-06-17,'000502,бл╬╟©ь╧и,7.71,7.76,7.5,7.55,7.49,0.22,2.9372,0.5194,952300,7277796.0,1424959169.97,1413625469.97
2019-06-14,'000502,бл╬╟©ь╧и,7.49,7.9,7.46,7.78,7.83,-0.34,-4.3423,0.7746,1420159,10864668.25,1384298856.43,1373288556.43
2019-06-13,'000502,бл╬╟©ь╧и,7.83,7.83,7.63,7.78,7.67,0.16,2.086,0.6079,1114500,8647823.0,1447137522.81,1435627422.81
2019-06-12,'000502,бл╬╟©ь╧и,7.67,7.94,7.64,7.88,7.82,-0.15,-1.9182,0.5111,937153,7283523.9,1417566385.69,1406291485.69
2019-06-11,'000502,бл╬╟©ь╧и,7.82,8.0,7.44,7.58,7.55,0.27,3.5762,0.9208,1688193,13224055.13,1445289326.74,1433793926.74
2019-06-10,'000502,бл╬╟©ь╧и,7.55,7.63,7.44,7.47,7.44,0.11,1.4785,0.4202,770359,5810400.73,1395388032.85,1384289532.85
2019-06-06,'000502,бл╬╟©ь╧и,7.44,7.81,7.36,7.81,7.8,-0.36,-4.6154,0.7242,1327900,9952583.7,1375057876.08,1364121076.08
2019-06-05,'000502,бл╬╟©ь╧и,7.8,7.85,7.51,7.71,7.58,0.22,2.9024,0.6035,1106565,8551682.28,1441592934.6,1430126934.6
2019-06-04,'000502,бл╬╟©ь╧и,7.58,7.9,7.5,7.85,7.87,-0.29,-3.6849,0.6095,1117572,8577865.79,1400932621.06,1389790021.06
2019-06-03,'000502,бл╬╟©ь╧и,7.87,8.04,7.82,7.96,7.96,-0.09,-1.1307,0.4206,771205,6080069.0,1454530307.09,1442961407.09
2019-05-31,'000502,бл╬╟©ь╧и,7.96,8.03,7.86,7.89,7.84,0.12,1.5306,0.5667,1039031,8261613.35,1471164071.72,1459462871.72
2019-05-30,'000502,бл╬╟©ь╧и,7.84,7.98,7.8,7.98,7.95,-0.11,-1.3836,0.563,1032290,8111346.28,1448985718.88,1437460918.88
2019-05-29,'000502,бл╬╟©ь╧и,7.95,8.07,7.9,8.05,7.99,-0.04,-0.5006,0.3841,704265,5631910.35,1469315875.65,1457629375.65
2019-05-28,'000502,бл╬╟©ь╧и,7.99,8.2,7.93,8.17,8.16,-0.17,-2.0833,0.6928,1270311,10299705.17,1476708659.93,1464963359.93
2019-05-27,'000502,бл╬╟©ь╧и,8.16,8.17,7.77,7.95,8.08,0.08,0.9901,0.8782,1610232,12842278.6,1508127993.12,1496132793.12
2019-05-24,'000502,бл╬╟©ь╧и,8.08,8.14,7.82,7.91,7.83,0.25,3.1928,0.5774,1058659,8441433.4,1493342424.56,1481464824.56
2019-05-23,'000502,бл╬╟©ь╧и,7.83,8.14,7.8,7.97,7.97,-0.14,-1.7566,0.6302,1155506,9208969.13,1447137522.81,1435627422.81
2019-05-22,'000502,бл╬╟©ь╧и,7.97,8.35,7.91,8.35,8.28,-0.31,-3.744,0.7739,1418931,11479392.87,1473012267.79,1461296367.79
2019-05-21,'000502,бл╬╟©ь╧и,8.28,8.4,7.72,7.72,7.72,0.56,7.2539,1.3335,2444946,19932800.42,1530306345.96,1518134745.96
2019-05-20,'000502,бл╬╟©ь╧и,7.72,8.02,7.64,7.96,8.02,-0.3,-3.7406,0.7103,1302253,10081830.56,1426807366.04,1415458966.04
2019-05-17,'000502,бл╬╟©ь╧и,8.02,8.43,7.92,8.41,8.34,-0.32,-3.8369,0.8914,1634455,13364462.67,1482253248.14,1470463848.14
2019-05-16,'000502,бл╬╟©ь╧и,8.34,8.44,8.28,8.35,8.36,-0.02,-0.2392,0.6717,1231503,10292806.08,1541395522.38,1529135722.38
2019-05-15,'000502,бл╬╟©ь╧и,8.36,8.4,8.24,8.4,8.33,0.03,0.3601,0.86,1576772,13118832.89,1545091914.52,1532802714.52
2019-05-14,'000502,бл╬╟©ь╧и,8.33,8.39,8.02,8.02,8.11,0.22,2.7127,0.8313,1524102,12629203.41,1539547326.31,1527302226.31
2019-05-13,'000502,бл╬╟©ь╧и,8.11,8.3,8.05,8.1,8.2,-0.09,-1.0976,0.5462,1001400,8165691.95,1498887012.77,1486965312.77
2019-05-10,'000502,бл╬╟©ь╧и,8.2,8.25,7.9,7.98,7.9,0.3,3.7975,0.8673,1590100,12869561.0,1515520777.4,1503466777.4
2019-05-09,'000502,бл╬╟©ь╧и,7.9,8.05,7.77,7.77,7.88,0.02,0.2538,0.71,1301699,10368400.17,1460074895.3,1448461895.3
2019-05-08,'000502,бл╬╟©ь╧и,7.88,8.1,7.6,7.74,7.84,0.04,0.5102,0.949,1739982,13728939.58,1456378503.16,1444794903.16
2019-05-07,'000502,бл╬╟©ь╧и,7.84,8.01,7.67,7.84,7.75,0.09,1.1613,0.8755,1605202,12615005.4,1448985718.88,1437460918.88
2019-05-06,'000502,бл╬╟©ь╧и,7.75,8.58,7.59,8.17,8.42,-0.67,-7.9572,1.5448,2832422,22601168.58,1432351954.25,1420959454.25
2019-04-30,'000502,бл╬╟©ь╧и,8.42,8.47,7.91,8.03,8.03,0.39,4.8568,1.1395,2089300,17467465.0,1556181090.94,1543803690.94
2019-04-29,'000502,бл╬╟©ь╧и,8.03,8.8,8.03,8.75,8.75,-0.72,-8.2286,1.4803,2714082,22505704.3,1484101444.21,1472297344.21
2019-04-26,'000502,бл╬╟©ь╧и,8.75,8.89,8.47,8.67,8.67,0.08,0.9227,1.3051,2392900,20835726.0,1617171561.25,1604309061.25
2019-04-25,'000502,бл╬╟©ь╧и,8.67,9.39,8.57,9.39,9.25,-0.58,-6.2703,1.2712,2330700,20959832.0,1602385992.69,1589641092.69
2019-04-24,'000502,бл╬╟©ь╧и,9.25,9.45,9.22,9.25,9.23,0.02,0.2167,0.7504,1375800,12791500.0,1709581364.75,1695983864.75
2019-04-23,'000502,бл╬╟©ь╧и,9.23,9.58,9.11,9.5,9.5,-0.27,-2.8421,1.0707,1963196,18227927.08,1705884972.61,1692316872.61
2019-04-22,'000502,бл╬╟©ь╧и,9.5,9.81,9.46,9.8,9.82,-0.32,-3.2587,1.0237,1877002,18049309.95,1755786266.5,1741821266.5
2019-04-19,'000502,бл╬╟©ь╧и,9.82,9.85,9.57,9.7,9.7,0.12,1.2371,1.441,2642083,25685234.88,1814928540.74,1800493140.74
2019-04-18,'000502,бл╬╟©ь╧и,9.7,9.86,9.62,9.8,9.87,-0.17,-1.7224,1.416,2596300,25176947.03,1792750187.9,1778491187.9
2019-04-17,'000502,бл╬╟©ь╧и,9.87,9.95,9.75,9.95,9.99,-0.12,-1.2012,1.5594,2859112,28150287.48,1824169521.09,1809660621.09
2019-04-16,'000502,бл╬╟©ь╧и,9.99,10.04,9.65,9.89,9.86,0.13,1.3185,1.1192,2052098,20220214.64,1846347873.93,1831662573.93
2019-04-15,'000502,бл╬╟©ь╧и,9.86,10.36,9.83,10.01,9.97,-0.11,-1.1033,1.2077,2214300,22316707.0,1822321325.02,1807827125.02
2019-04-12,'000502,бл╬╟©ь╧и,9.97,10.0,9.66,9.69,9.8,0.17,1.7347,1.3807,2531451,25020167.42,1842651481.79,1827995581.79
2019-04-11,'000502,бл╬╟©ь╧и,9.8,9.84,9.61,9.77,9.69,0.11,1.1352,1.4028,2572107,25035466.03,1811232148.6,1796826148.6
2019-04-10,'000502,бл╬╟©ь╧и,9.69,9.86,9.64,9.86,9.88,-0.19,-1.9231,1.0965,2010345,19508084.58,1790901991.83,1776657691.83
2019-04-09,'000502,бл╬╟©ь╧и,9.88,9.95,9.7,9.76,9.76,0.12,1.2295,1.0779,1976234,19380218.4,1826017717.16,1811494117.16
2019-04-08,'000502,бл╬╟©ь╧и,9.76,10.09,9.6,10.08,10.09,-0.33,-3.2706,1.951,3577085,35172325.76,1803839364.32,1789492164.32
2019-04-04,'000502,бл╬╟©ь╧и,10.09,10.4,10.03,10.15,10.18,-0.09,-0.8841,2.4011,4402489,44759006.42,1864829834.63,1849997534.63
2019-04-03,'000502,бл╬╟©ь╧и,10.18,10.5,9.75,9.84,10.05,0.13,1.2935,3.3959,6226446,62732298.58,1881463599.26,1866498999.26
2019-04-02,'000502,бл╬╟©ь╧и,10.05,10.45,9.32,9.5,9.52,0.53,5.5672,4.194,7689616,75566194.43,1857437050.35,1842663550.35
2019-04-01,'000502,бл╬╟©ь╧и,9.52,9.68,9.3,9.3,9.3,0.22,2.3656,2.6767,4907757,46444736.74,1759482658.64,1745488258.64
2019-03-29,'000502,бл╬╟©ь╧и,9.3,9.52,8.87,9.32,9.34,-0.04,-0.4283,2.5243,4628222,42593808.4,1718822345.1,1705151345.1
2019-03-28,'000502,бл╬╟©ь╧и,9.34,9.8,9.21,9.77,9.88,-0.54,-5.4656,3.8024,6971753,65763642.36,1726215129.38,1712485329.38
2019-03-27,'000502,бл╬╟©ь╧и,9.88,10.29,9.75,10.2,10.46,-0.58,-5.5449,3.877,7108446,71236532.97,1826017717.16,1811494117.16
2019-03-26,'000502,бл╬╟©ь╧и,10.46,10.8,9.48,9.69,10.08,0.38,3.7698,7.1287,13070385,132461473.55,1933213089.22,1917836889.22
2019-03-25,'000502,бл╬╟©ь╧и,10.08,10.08,8.85,8.98,9.18,0.9,9.8039,3.9931,7321281,68148504.46,1862981638.56,1848164038.56
2019-03-22,'000502,бл╬╟©ь╧и,9.18,9.18,8.58,8.63,8.68,0.5,5.7604,3.1755,5822343,51217206.34,1696643992.26,1683149392.26
2019-03-21,'000502,бл╬╟©ь╧и,8.68,8.72,8.53,8.7,8.7,-0.02,-0.2299,2.0624,3781311,32561385.85,1604234188.76,1591474588.76
2019-03-20,'000502,бл╬╟©ь╧и,8.7,8.91,8.45,8.49,8.38,0.32,3.8186,2.7786,5094611,44155072.26,1607930580.9,1595141580.9
2019-03-19,'000502,бл╬╟©ь╧и,8.38,8.56,8.35,8.56,8.56,-0.18,-2.1028,1.2916,2368127,19929390.17,1548788306.66,1536469706.66
2019-03-18,'000502,бл╬╟©ь╧и,8.56,8.56,8.31,8.46,8.42,0.14,1.6627,1.4165,2597093,21878728.4,1582055835.92,1569472635.92
2019-03-15,'000502,бл╬╟©ь╧и,8.42,8.5,8.21,8.28,8.32,0.1,1.2019,1.5499,2841677,23864255.26,1556181090.94,1543803690.94
2019-03-14,'000502,бл╬╟©ь╧и,8.32,8.56,8.1,8.47,8.51,-0.19,-2.2327,1.4205,2604447,21694718.38,1537699130.24,1525468730.24
2019-03-13,'000502,бл╬╟©ь╧и,8.51,8.74,8.3,8.47,8.39,0.12,1.4303,2.2387,4104584,35137549.73,1572814855.57,1560305155.57
2019-03-12,'000502,бл╬╟©ь╧и,8.39,8.54,8.09,8.21,8.13,0.26,3.198,2.3987,4397961,36789101.15,1550636502.73,1538303202.73
2019-03-11,'000502,бл╬╟©ь╧и,8.13,8.14,7.72,7.79,7.79,0.34,4.3646,1.8698,3428348,27133498.89,1502583404.91,1490632304.91
2019-03-08,'000502,бл╬╟©ь╧и,7.79,8.29,7.61,8.29,8.34,-0.55,-6.5947,2.3827,4368744,35168869.52,1439744738.53,1428293438.53
2019-03-07,'000502,бл╬╟©ь╧и,8.34,8.39,8.12,8.2,8.22,0.12,1.4599,1.7948,3290803,27219886.85,1541395522.38,1529135722.38
2019-03-06,'000502,бл╬╟©ь╧и,8.22,8.25,8.0,8.13,8.13,0.09,1.107,1.4687,2692841,21923877.46,1519217169.54,1507133769.54
2019-03-05,'000502,бл╬╟©ь╧и,8.13,8.13,7.96,7.98,7.94,0.19,2.3929,1.2596,2309494,18558669.02,1502583404.91,1490632304.91
2019-03-04,'000502,бл╬╟©ь╧и,7.94,8.1,7.92,7.92,7.88,0.06,0.7614,1.6883,3095434,24844520.03,1467467679.58,1455795879.58
2019-03-01,'000502,бл╬╟©ь╧и,7.88,8.0,7.81,7.96,8.01,-0.13,-1.623,0.8832,1619312,12797982.6,1456378503.16,1444794903.16
2019-02-28,'000502,бл╬╟©ь╧и,8.01,8.05,7.83,7.88,7.81,0.2,2.5608,1.5513,2844323,22615492.78,1480405052.07,1468630352.07
2019-02-27,'000502,бл╬╟©ь╧и,7.81,8.07,7.79,7.82,7.84,-0.03,-0.3827,1.6351,2998020,23804957.57,1443441130.67,1431960430.67
2019-02-26,'000502,бл╬╟©ь╧и,7.84,7.97,7.8,7.93,7.92,-0.08,-1.0101,1.5337,2812067,22113323.77,1448985718.88,1437460918.88
2019-02-25,'000502,бл╬╟©ь╧и,7.92,7.96,7.65,7.69,7.68,0.24,3.125,2.3717,4348534,34068398.85,1463771287.44,1452128887.44
2019-02-22,'000502,бл╬╟©ь╧и,7.68,7.74,7.5,7.6,7.6,0.08,1.0526,0.8314,1524324,11607646.08,1419414581.76,1408124981.76
2019-02-21,'000502,бл╬╟©ь╧и,7.6,7.74,7.51,7.63,7.65,-0.05,-0.6536,1.2707,2329785,17815805.51,1404629013.2,1393457013.2
2019-02-20,'000502,бл╬╟©ь╧и,7.65,7.75,7.47,7.54,7.56,0.09,1.1905,0.9302,1705442,12968779.2,1413869993.55,1402624493.55
2019-02-19,'000502,бл╬╟©ь╧и,7.56,8.14,7.37,7.57,7.48,0.08,1.0695,1.977,3624797,27885590.59,1397236228.92,1386123028.92
2019-02-18,'000502,бл╬╟©ь╧и,7.48,7.48,7.23,7.23,7.23,0.25,3.4578,0.7965,1460405,10810335.95,1382450660.36,1371455060.36
2019-02-15,'000502,бл╬╟©ь╧и,7.23,7.32,7.17,7.2,7.24,-0.01,-0.1381,0.4861,891211,6468216.63,1336245758.61,1325617658.61
2019-02-14,'000502,бл╬╟©ь╧и,7.24,7.29,7.2,7.23,7.23,0.01,0.1383,0.4166,763798,5536253.96,1338093954.68,1327451154.68
2019-02-13,'000502,бл╬╟©ь╧и,7.23,7.3,7.08,7.15,7.13,0.1,1.4025,1.0169,1864500,13426420.95,1336245758.61,1325617658.61
2019-02-12,'000502,бл╬╟©ь╧и,7.13,7.25,7.04,7.13,7.13,0.0,0.0,0.5577,1022501,7293404.08,1317763797.91,1307282697.91
2019-02-11,'000502,бл╬╟©ь╧и,7.13,7.13,6.81,6.86,6.86,0.27,3.9359,0.4535,831418,5822034.8,1317763797.91,1307282697.91
2019-02-01,'000502,бл╬╟©ь╧и,6.86,6.92,6.63,6.71,6.62,0.24,3.6254,0.5959,1092535,7431698.74,1267862504.02,1257778304.02
2019-01-31,'000502,бл╬╟©ь╧и,6.62,6.85,6.59,6.81,6.77,-0.15,-2.2157,0.6646,1218617,8166905.97,1223505798.34,1213774398.34
2019-01-30,'000502,бл╬╟©ь╧и,6.77,6.82,6.7,6.7,6.8,-0.03,-0.4412,0.3306,606207,4106373.36,1251228739.39,1241276839.39
2019-01-29,'000502,бл╬╟©ь╧и,6.8,7.06,6.74,7.06,7.01,-0.21,-2.9957,0.5642,1034376,7084045.97,1256773327.6,1246777327.6
2019-01-28,'000502,бл╬╟©ь╧и,7.01,7.29,6.93,7.23,7.23,-0.22,-3.0429,0.5303,972319,6880207.05,1295585445.07,1285280745.07
2019-01-25,'000502,бл╬╟©ь╧и,7.23,7.43,7.2,7.24,7.24,-0.01,-0.1381,0.3249,595750,4329474.99,1336245758.61,1325617658.61
2019-01-24,'000502,бл╬╟©ь╧и,7.24,7.33,7.18,7.23,7.29,-0.05,-0.6859,0.3225,591349,4283680.01,1338093954.68,1327451154.68
2019-01-23,'000502,бл╬╟©ь╧и,7.29,7.38,7.25,7.34,7.34,-0.05,-0.6812,0.2714,497631,3627188.91,1347334935.03,1336618635.03
2019-01-22,'000502,бл╬╟©ь╧и,7.34,7.47,7.3,7.41,7.39,-0.05,-0.6766,0.4314,791042,5846530.9,1356575915.38,1345786115.38
2019-01-21,'000502,бл╬╟©ь╧и,7.39,7.46,7.21,7.21,7.3,0.09,1.2329,0.417,764532,5654093.86,1365816895.73,1354953595.73
2019-01-18,'000502,бл╬╟©ь╧и,7.3,7.35,7.14,7.26,7.2,0.1,1.3889,0.4402,807022,5873056.93,1349183131.1,1338452131.1
2019-01-17,'000502,бл╬╟©ь╧и,7.2,7.42,7.2,7.4,7.4,-0.2,-2.7027,0.5051,926024,6748134.92,1330701170.4,1320117170.4
2019-01-16,'000502,бл╬╟©ь╧и,7.4,7.54,7.39,7.52,7.52,-0.12,-1.5957,0.4902,898724,6685081.6,1367665091.8,1356787091.8
2019-01-15,'000502,бл╬╟©ь╧и,7.52,7.55,7.4,7.51,7.51,0.01,0.1332,0.4738,868800,6486119.0,1389843444.64,1378789044.64
2019-01-14,'000502,бл╬╟©ь╧и,7.51,7.6,7.49,7.6,7.52,-0.01,-0.133,0.3196,586037,4408958.13,1387995248.57,1376955548.57
2019-01-11,'000502,бл╬╟©ь╧и,7.52,7.59,7.49,7.51,7.52,0.0,0.0,0.4409,808364,6080776.21,1389843444.64,1378789044.64
2019-01-10,'000502,бл╬╟©ь╧и,7.52,7.63,7.5,7.63,7.64,-0.12,-1.5707,0.6535,1198215,9070453.78,1389843444.64,1378789044.64
2019-01-09,'000502,бл╬╟©ь╧и,7.64,7.65,7.55,7.59,7.59,0.05,0.6588,0.8331,1527532,11622757.89,1412021797.48,1400790997.48
2019-01-08,'000502,бл╬╟©ь╧и,7.59,7.71,7.56,7.7,7.72,-0.13,-1.6839,0.7732,1417635,10787408.5,1402780817.13,1391623517.13
2019-01-07,'000502,бл╬╟©ь╧и,7.72,7.78,7.54,7.66,7.6,0.12,1.5789,1.3901,2548757,19494031.45,1426807366.04,1415458966.04
2019-01-04,'000502,бл╬╟©ь╧и,7.6,7.67,7.47,7.52,7.52,0.08,1.0638,1.0286,1885874,14283156.0,1404629013.2,1393457013.2
2019-01-03,'000502,бл╬╟©ь╧и,7.52,7.62,7.49,7.59,7.55,-0.03,-0.3974,0.5481,1004900,7583484.0,1389843444.64,1378789044.64
2019-01-02,'000502,бл╬╟©ь╧и,7.55,7.63,7.53,7.6,7.6,-0.05,-0.6579,0.5606,1027783,7780958.31,1395388032.85,1384289532.85
2018-12-28,'000502,бл╬╟©ь╧и,7.6,7.63,7.39,7.57,7.51,0.09,1.1984,0.6364,1166826,8775411.7,1404629013.2,1393457013.2
2018-12-27,'000502,бл╬╟©ь╧и,7.51,7.77,7.42,7.6,7.58,-0.07,-0.9235,0.5588,1024600,7785728.0,1387995248.57,1376955548.57
2018-12-26,'000502,бл╬╟©ь╧и,7.58,7.7,7.52,7.7,7.56,0.02,0.2646,0.5273,966770,7332718.14,1400932621.06,1389790021.06
2018-12-25,'000502,бл╬╟©ь╧и,7.56,7.6,7.34,7.57,7.61,-0.05,-0.657,0.569,1043309,7793817.77,1397236228.92,1386123028.92
2018-12-24,'000502,бл╬╟©ь╧и,7.61,7.65,7.51,7.61,7.54,0.07,0.9284,0.4831,885809,6701242.06,1406477209.27,1395290509.27
2018-12-21,'000502,бл╬╟©ь╧и,7.54,7.71,7.53,7.58,7.65,-0.11,-1.4379,0.3353,614740,4670609.0,1393539836.78,1382456036.78
2018-12-20,'000502,бл╬╟©ь╧и,7.65,7.73,7.51,7.54,7.5,0.15,2.0,0.5355,981909,7473456.09,1413869993.55,1402624493.55
2018-12-19,'000502,бл╬╟©ь╧и,7.5,7.7,7.44,7.44,7.39,0.11,1.4885,0.7203,1320600,10035731.0,1386147052.5,1375122052.5
2018-12-18,'000502,бл╬╟©ь╧и,7.39,7.54,7.36,7.47,7.47,-0.08,-1.071,0.4437,813600,6054123.0,1365816895.73,1354953595.73
2018-12-17,'000502,бл╬╟©ь╧и,7.47,7.57,7.3,7.3,7.45,0.02,0.2685,0.4518,828400,6157770.0,1380602464.29,1369621564.29
2018-12-14,'000502,бл╬╟©ь╧и,7.45,7.95,7.45,7.92,7.9,-0.45,-5.6962,0.6705,1229300,9459189.0,1376906072.15,1365954572.15
2018-12-13,'000502,бл╬╟©ь╧и,7.9,7.98,7.79,7.9,7.9,0.0,0.0,0.2774,508600,4022379.0,1460074895.3,1448461895.3
2018-12-12,'000502,бл╬╟©ь╧и,7.9,7.93,7.73,7.84,7.77,0.13,1.6731,0.3498,641400,5034021.0,1460074895.3,1448461895.3
2018-12-11,'000502,бл╬╟©ь╧и,7.77,7.86,7.7,7.79,7.75,0.02,0.2581,0.3199,586600,4562582.0,1436048346.39,1424626446.39
2018-12-10,'000502,бл╬╟©ь╧и,7.75,7.9,7.72,7.9,7.9,-0.15,-1.8987,0.2794,512201,3997132.72,1432351954.25,1420959454.25
2018-12-07,'000502,бл╬╟©ь╧и,7.9,7.96,7.81,7.96,7.79,0.11,1.4121,0.4941,905900,7150901.0,1460074895.3,1448461895.3
2018-12-06,'000502,бл╬╟©ь╧и,7.79,7.96,7.77,7.92,7.92,-0.13,-1.6414,0.5605,1027697,8080137.6,1439744738.53,1428293438.53
2018-12-05,'000502,бл╬╟©ь╧и,7.92,8.0,7.87,7.92,8.05,-0.13,-1.6149,0.3938,721943,5734645.7,1463771287.44,1452128887.44
2018-12-04,'000502,бл╬╟©ь╧и,8.05,8.07,7.88,7.95,7.92,0.13,1.6414,0.8574,1571998,12510346.68,1487797836.35,1475964336.35
2018-12-03,'000502,бл╬╟©ь╧и,7.92,7.98,7.84,7.86,7.8,0.12,1.5385,0.8461,1551399,12275436.07,1463771287.44,1452128887.44
2018-11-30,'000502,бл╬╟©ь╧и,7.8,8.07,7.68,7.93,8.12,-0.32,-3.9409,1.1799,2163361,16847138.58,1441592934.6,1430126934.6
2018-11-29,'000502,бл╬╟©ь╧и,8.12,8.21,7.8,7.9,7.9,0.22,2.7848,2.7798,5096790,40794851.41,1500735208.84,1488798808.84
2018-11-28,'000502,бл╬╟©ь╧и,7.9,8.06,7.63,8.04,8.04,-0.14,-1.7413,0.9853,1806600,14085614.0,1460074895.3,1448461895.3
2018-11-27,'000502,бл╬╟©ь╧и,8.04,8.06,7.68,7.83,7.72,0.32,4.1451,0.7666,1405556,11022651.92,1485949640.28,1474130840.28
2018-11-26,'000502,бл╬╟©ь╧и,7.72,7.99,7.6,7.86,7.97,-0.25,-3.1368,0.7406,1357957,10628769.92,1426807366.04,1415458966.04
2018-11-23,'000502,бл╬╟©ь╧и,7.97,8.21,7.8,8.13,8.23,-0.26,-3.1592,1.2487,2289575,18316513.5,1473012267.79,1461296367.79
2018-11-22,'000502,бл╬╟©ь╧и,8.23,8.38,8.11,8.25,8.32,-0.09,-1.0817,1.0052,1843109,15180256.68,1521065365.61,1508967265.61
2018-11-21,'000502,бл╬╟©ь╧и,8.32,8.37,7.9,8.01,8.04,0.28,3.4826,1.0493,1923903,15650713.74,1537699130.24,1525468730.24
2018-11-20,'000502,бл╬╟©ь╧и,8.04,8.35,8.02,8.29,8.42,-0.38,-4.5131,1.4635,2683310,21931580.7,1485949640.28,1474130840.28
2018-11-19,'000502,бл╬╟©ь╧и,8.42,8.66,8.08,8.08,8.11,0.31,3.8224,2.328,4268366,35765351.23,1556181090.94,1543803690.94
2018-11-16,'000502,бл╬╟©ь╧и,8.11,8.16,8.01,8.11,7.99,0.12,1.5019,1.9372,3551886,28796917.36,1498887012.77,1486965312.77
2018-11-15,'000502,бл╬╟©ь╧и,7.99,8.24,7.99,8.07,8.08,-0.09,-1.1139,1.7624,3231427,26137382.7,1476708659.93,1464963359.93
2018-11-14,'000502,бл╬╟©ь╧и,8.08,8.5,8.05,8.14,8.34,-0.26,-3.1175,3.1629,5799201,47678166.01,1493342424.56,1481464824.56
2018-11-13,'000502,бл╬╟©ь╧и,8.34,8.58,7.66,7.7,7.8,0.54,6.9231,4.1284,7569372,63649123.42,1541395522.38,1529135722.38
2018-11-12,'000502,бл╬╟©ь╧и,7.8,7.81,7.35,7.43,7.35,0.45,6.1224,1.8418,3376851,25705677.0,1441592934.6,1430126934.6
2018-11-09,'000502,бл╬╟©ь╧и,7.35,7.44,7.16,7.22,7.35,0.0,0.0,1.0921,2002329,14709050.29,1358424111.45,1347619611.45
2018-11-08,'000502,бл╬╟©ь╧и,7.35,7.47,7.28,7.35,7.31,0.04,0.5472,1.6405,3007773,22172750.28,1358424111.45,1347619611.45
2018-11-07,'000502,бл╬╟©ь╧и,7.31,7.61,7.24,7.4,7.54,-0.23,-3.0504,1.8829,3452300,25544202.0,1351031327.17,1340285627.17
2018-11-06,'000502,бл╬╟©ь╧и,7.54,7.74,7.06,7.71,7.71,-0.17,-2.2049,3.1243,5728388,41648432.5,1393539836.78,1382456036.78
2018-11-05,'000502,бл╬╟©ь╧и,7.71,7.84,7.46,7.55,7.55,0.16,2.1192,1.5065,2762225,21220983.73,1424959169.97,1413625469.97
2018-11-02,'000502,бл╬╟©ь╧и,7.55,7.66,7.3,7.45,7.45,0.1,1.3423,1.4504,2659387,19804756.45,1395388032.85,1384289532.85
2018-11-01,'000502,бл╬╟©ь╧и,7.45,7.97,7.41,7.97,7.36,0.09,1.2228,2.0895,3831174,29343219.28,1376906072.15,1365954572.15
2018-10-31,'000502,бл╬╟©ь╧и,7.36,7.48,7.0,7.06,7.05,0.31,4.3972,1.3838,2537282,18359914.72,1360272307.52,1349453107.52
2018-10-30,'000502,бл╬╟©ь╧и,7.05,7.11,6.82,6.86,6.99,0.06,0.8584,0.8978,1646170,11466099.78,1302978229.35,1292614729.35
2018-10-29,'000502,бл╬╟©ь╧и,6.99,7.15,6.8,7.14,7.17,-0.18,-2.5105,0.7141,1309243,9191242.59,1291889052.93,1281613752.93
